Name,Base_price,Body_style,Seats,Base_ Engine,Base_Power,Mileage,Drive,Towing,Min_cargo_L,Front_headroom,Front_legroom,Rear_legroom,Rear_shoulder,Fuel_capacity,Batt,Range
2021 Acura RDX,44584,SUV,5,Gasoline,272,9.9,AWD,1500,835,39.6,41.6,38.4,56.6,65,0,654
2021 Acura RDX,44585,SUV,5,Gasoline,272,9.9,AWD,1500,835,39.6,41.6,38.4,56.6,65,0,654
2021 Acura RDX,44586,SUV,5,Gasoline,272,9.9,AWD,1500,835,39.6,41.6,38.4,56.6,65,0,654
2021 Acura RDX,44587,SUV,5,Gasoline,272,9.9,AWD,1500,835,39.6,41.6,38.4,56.6,65,0,654
2021 Acura RDX,44588,SUV,5,Gasoline,272,9.9,AWD,1500,835,39.6,41.6,38.4,56.6,65,0,654
2021 Acura RDX,44589,SUV,5,Gasoline,272,9.9,AWD,1500,835,39.6,41.6,38.4,56.6,65,0,654
2021 Acura RDX,44590,SUV,5,Gasoline,272,9.9,AWD,1500,835,39.6,41.6,38.4,56.6,65,0,654
2021 Acura RDX,44591,SUV,5,Gasoline,272,9.9,AWD,1500,835,39.6,41.6,38.4,56.6,65,0,654
2021 Acura RDX,44592,SUV,5,Gasoline,272,9.9,AWD,1500,835,39.6,41.6,38.4,56.6,65,0,654
2021 Acura RDX,44593,SUV,5,Gasoline,272,9.9,AWD,1500,835,39.6,41.6,38.4,56.6,65,0,654
2021 Acura RDX,44594,SUV,5,Gasoline,272,9.9,AWD,1500,835,39.6,41.6,38.4,56.6,65,0,654
2021 Acura RDX,44595,SUV,5,Gasoline,272,9.9,AWD,1500,835,39.6,41.6,38.4,56.6,65,0,654
2021 Acura RDX,44596,SUV,5,Gasoline,272,9.9,AWD,1500,835,39.6,41.6,38.4,56.6,65,0,654
2021 Acura RDX,44597,SUV,5,Gasoline,272,9.9,AWD,1500,835,39.6,41.6,38.4,56.6,65,0,654
2021 Acura RDX,44598,SUV,5,Gasoline,272,9.9,AWD,1500,835,39.6,41.6,38.4,56.6,65,0,654
2021 Acura RDX,44599,SUV,5,Gasoline,272,9.9,AWD,1500,835,39.6,41.6,38.4,56.6,65,0,654
2021 Acura RDX,44600,SUV,5,Gasoline,272,9.9,AWD,1500,835,39.6,41.6,38.4,56.6,65,0,654
2021 Acura RDX,44601,SUV,5,Gasoline,272,9.9,AWD,1500,835,39.6,41.6,38.4,56.6,65,0,654
2021 Acura RDX,44602,SUV,5,Gasoline,272,9.9,AWD,1500,835,39.6,41.6,38.4,56.6,65,0,654
2021 Acura RDX,44603,SUV,5,Gasoline,272,9.9,AWD,1500,835,39.6,41.6,38.4,56.6,65,0,654
2021 Acura RDX,44604,SUV,5,Gasoline,272,9.9,AWD,1500,835,39.6,41.6,38.4,56.6,65,0,654
2021 Acura RDX,44605,SUV,5,Gasoline,272,9.9,AWD,1500,835,39.6,41.6,38.4,56.6,65,0,654
2021 Acura ILX,30805,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30806,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30807,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30808,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30809,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30810,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30811,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30812,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30813,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30814,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30815,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30816,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30817,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30818,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30819,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30820,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30821,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30822,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30823,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30824,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30825,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30826,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30827,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30828,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30829,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30830,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30831,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30832,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30833,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30834,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30835,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30836,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30837,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30838,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30839,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30840,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30841,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30842,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30843,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30844,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30845,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30846,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30847,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30848,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30849,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30850,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30851,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30852,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30853,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30854,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2021 Acura ILX,30855,Sedan,5,Gasoline,201,8.6,FWD,0,350,38,42.3,34,53.5,50,0,581
2022 Acura NSX,221500,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221501,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221502,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221503,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221504,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221505,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221506,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221507,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221508,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221509,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221510,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221511,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221512,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221513,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221514,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221515,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221516,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221517,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221518,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221519,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221520,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221521,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221522,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221523,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221524,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221525,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221526,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221527,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221528,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221529,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221530,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221531,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221532,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221533,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221534,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221535,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221536,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221537,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221538,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221539,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221540,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221541,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221542,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221543,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221544,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221545,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221546,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221547,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221548,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221549,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2022 Acura NSX,221550,Coupe,2,Hybrid,600,11,AWD,0,110,38.3,42.9,0,0,59,1.3,539
2021 Acura TLX,44105,Sedan,5,Gasoline,272,9.8,AWD,0,382,37.2,42.5,34.9,55,60,0,612
2021 Acura TLX,44106,Sedan,5,Gasoline,272,9.8,AWD,0,382,37.2,42.5,34.9,55,60,0,612
2021 Acura TLX,44107,Sedan,5,Gasoline,272,9.8,AWD,0,382,37.2,42.5,34.9,55,60,0,612
2021 Acura TLX,44108,Sedan,5,Gasoline,272,9.8,AWD,0,382,37.2,42.5,34.9,55,60,0,612
2021 Acura TLX,44109,Sedan,5,Gasoline,272,9.8,AWD,0,382,37.2,42.5,34.9,55,60,0,612
2021 Acura TLX,44110,Sedan,5,Gasoline,272,9.8,AWD,0,382,37.2,42.5,34.9,55,60,0,612
2021 Acura TLX,44111,Sedan,5,Gasoline,272,9.8,AWD,0,382,37.2,42.5,34.9,55,60,0,612
2021 Acura TLX,44112,Sedan,5,Gasoline,272,9.8,AWD,0,382,37.2,42.5,34.9,55,60,0,612
2021 Acura TLX,44113,Sedan,5,Gasoline,272,9.8,AWD,0,382,37.2,42.5,34.9,55,60,0,612
2021 Acura TLX,44114,Sedan,5,Gasoline,272,9.8,AWD,0,382,37.2,42.5,34.9,55,60,0,612
2021 Acura TLX,44115,Sedan,5,Gasoline,272,9.8,AWD,0,382,37.2,42.5,34.9,55,60,0,612
2021 Acura TLX,44116,Sedan,5,Gasoline,272,9.8,AWD,0,382,37.2,42.5,34.9,55,60,0,612
2021 Acura TLX,44117,Sedan,5,Gasoline,272,9.8,AWD,0,382,37.2,42.5,34.9,55,60,0,612
2021 Acura TLX,44118,Sedan,5,Gasoline,272,9.8,AWD,0,382,37.2,42.5,34.9,55,60,0,612
2021 Acura TLX,44119,Sedan,5,Gasoline,272,9.8,AWD,0,382,37.2,42.5,34.9,55,60,0,612
2021 Acura TLX,44120,Sedan,5,Gasoline,272,9.8,AWD,0,382,37.2,42.5,34.9,55,60,0,612
2021 Acura TLX,44121,Sedan,5,Gasoline,272,9.8,AWD,0,382,37.2,42.5,34.9,55,60,0,612
2021 Acura TLX,44122,Sedan,5,Gasoline,272,9.8,AWD,0,382,37.2,42.5,34.9,55,60,0,612
2021 Acura TLX,44123,Sedan,5,Gasoline,272,9.8,AWD,0,382,37.2,42.5,34.9,55,60,0,612
2021 Acura TLX,44124,Sedan,5,Gasoline,272,9.8,AWD,0,382,37.2,42.5,34.9,55,60,0,612
2021 Acura TLX,44125,Sedan,5,Gasoline,272,9.8,AWD,0,382,37.2,42.5,34.9,55,60,0,612
2021 Acura TLX,44126,Sedan,5,Gasoline,272,9.8,AWD,0,382,37.2,42.5,34.9,55,60,0,612
2021 Acura TLX,44127,Sedan,5,Gasoline,272,9.8,AWD,0,382,37.2,42.5,34.9,55,60,0,612
2021 Acura TLX,44128,Sedan,5,Gasoline,272,9.8,AWD,0,382,37.2,42.5,34.9,55,60,0,612
2021 Acura TLX,44129,Sedan,5,Gasoline,272,9.8,AWD,0,382,37.2,42.5,34.9,55,60,0,612
2021 Acura TLX,44130,Sedan,5,Gasoline,272,9.8,AWD,0,382,37.2,42.5,34.9,55,60,0,612
2021 Acura TLX,44131,Sedan,5,Gasoline,272,9.8,AWD,0,382,37.2,42.5,34.9,55,60,0,612
